STAGE_NUMBER,STARTING_AT_KM,NAME,INITIAL_ALTITUDE,DISTANCE,AVERAGE_SLOPE,CATEGORY
165,28,Côte de Bénéjacq,0,2.6,6.7,3
165,56,Côte de Loucrup,0,2,7,3
165,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
165,145.5,Montée du Hautacam,1520,13.6,7.8,H
166,195.5,Côte de Monbazillac,0,1.3,7.6,4
168,31,Côte de Briis-sous-Forges,0,0,0,4
169,68,Côte de Cray,0,1.6,7.1,4
169,103.5,Côte de Buttertubs,0,4.5,6.8,3
169,129.5,Côte de Griton Moor,0,3,6.6,3
170,47,Côte de Blubberhouses,0,1.8,6.1,4
170,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
170,112.5,VC Côte de Ripponden,0,1.3,8.6,3
170,119.5,Côte de Greetland,0,1.6,6.7,3
170,143.5,Côte de Holme Moss,0,4.7,7,2
170,167,Côte de Midhopestones,0,2.5,6.1,3
170,175,Côte de Bradfield,0,1,7.4,4
170,182,Côte d'Oughtibridge,0,1.5,9.1,3
170,196,VC Côte de Jenkin Road,0,0.8,10.8,4
172,34,Côte de Campagnette,0,1,6.5,4
172,117.5,Mont Noir,0,1.3,5.7,4
174,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
174,157,Côte de Roucy,0,1.5,6.2,4
175,217.5,Côte de Maron,0,3.2,5,4
175,229,Côte de Boufflers,0,1.3,7.9,4
176,142,Col de la Croix des Moinats,891,7.6,6,2
176,150,Col de Grosse Pierre,901,3,7.5,2
176,161,Côte de La Mauselaine,0,1.8,10.3,3
177,11.5,Col de la Schlucht,1140,8.6,4.5,2
177,41,Col du Wettstein,0,7.7,4.1,3
177,70,Côte des Cinq Châteaux,0,4.5,6.1,3
177,86,Côte de Gueberschwihr,559,4.1,7.9,2
177,120,Le Markstein,1183,10.8,5.4,1
177,127,Grand Ballon,0,1.4,8.6,3
178,30.5,Col du Firstplan,722,8.3,5.4,2
178,54.5,Petit Ballon,1163,9.3,8.1,1
178,71.5,Col du Platzerwasel,1193,7.1,8.4,1
178,103.5,Col d'Oderen,884,6.7,6.1,2
178,125.5,Col des Croix,0,3.2,6.2,3
178,143.5,Col des Chevrères,914,3.5,9.5,1
178,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
179,141,Côte de Rogna,0,7.6,4.9,3
179,148.5,Côte de Choux,0,1.7,6.5,3
179,152.5,Côte de Désertin,0,3.1,5.2,4
179,168,Côte d'Échallon,0,3,6.6,3
180,58.5,Col de Brouilly,0,1.7,5.1,4
180,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
180,138,Col des Brosses,0,15.3,3.3,3
180,164,Côte de Grammond,0,9.8,2.9,4
181,24,Col de la Croix de Montvieux,0,8,4.1,3
181,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
181,197.5,Montée de Chamrousse,1730,18.2,7.3,H
182,82,Col du Lautaret,2058,34,3.9,1
182,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
182,177,Montée de Risoul,1855,12.6,6.9,1
184,25,Côte de Fanjeaux,0,2.4,4.9,4
184,71.5,Côte de Pamiers,0,2.5,5.4,4
184,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
184,176.5,Col des Ares,0,6,5.2,3
184,216,Port de Balès,1755,11.7,7.7,H
185,57.5,Col du Portillon,1292,8.3,7.1,1
185,82,Col de Peyresourde,1569,13.2,7,1
185,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
185,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
186,28,Côte de Bénéjacq,0,2.6,6.7,3
186,56,Côte de Loucrup,0,2,7,3
186,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
186,145.5,Montée du Hautacam,1520,13.6,7.8,H
187,195.5,Côte de Monbazillac,0,1.3,7.6,4
189,31,Côte de Briis-sous-Forges,0,0,0,4
190,68,Côte de Cray,0,1.6,7.1,4
190,103.5,Côte de Buttertubs,0,4.5,6.8,3
190,129.5,Côte de Griton Moor,0,3,6.6,3
191,47,Côte de Blubberhouses,0,1.8,6.1,4
191,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
191,112.5,VC Côte de Ripponden,0,1.3,8.6,3
191,119.5,Côte de Greetland,0,1.6,6.7,3
191,143.5,Côte de Holme Moss,0,4.7,7,2
191,167,Côte de Midhopestones,0,2.5,6.1,3
191,175,Côte de Bradfield,0,1,7.4,4
191,182,Côte d'Oughtibridge,0,1.5,9.1,3
191,196,VC Côte de Jenkin Road,0,0.8,10.8,4
193,34,Côte de Campagnette,0,1,6.5,4
193,117.5,Mont Noir,0,1.3,5.7,4
195,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
195,157,Côte de Roucy,0,1.5,6.2,4
196,217.5,Côte de Maron,0,3.2,5,4
196,229,Côte de Boufflers,0,1.3,7.9,4
197,142,Col de la Croix des Moinats,891,7.6,6,2
197,150,Col de Grosse Pierre,901,3,7.5,2
197,161,Côte de La Mauselaine,0,1.8,10.3,3
198,11.5,Col de la Schlucht,1140,8.6,4.5,2
198,41,Col du Wettstein,0,7.7,4.1,3
198,70,Côte des Cinq Châteaux,0,4.5,6.1,3
198,86,Côte de Gueberschwihr,559,4.1,7.9,2
198,120,Le Markstein,1183,10.8,5.4,1
198,127,Grand Ballon,0,1.4,8.6,3
199,30.5,Col du Firstplan,722,8.3,5.4,2
199,54.5,Petit Ballon,1163,9.3,8.1,1
199,71.5,Col du Platzerwasel,1193,7.1,8.4,1
199,103.5,Col d'Oderen,884,6.7,6.1,2
199,125.5,Col des Croix,0,3.2,6.2,3
199,143.5,Col des Chevrères,914,3.5,9.5,1
199,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
200,141,Côte de Rogna,0,7.6,4.9,3
200,148.5,Côte de Choux,0,1.7,6.5,3
200,152.5,Côte de Désertin,0,3.1,5.2,4
200,168,Côte d'Échallon,0,3,6.6,3
201,58.5,Col de Brouilly,0,1.7,5.1,4
201,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
201,138,Col des Brosses,0,15.3,3.3,3
201,164,Côte de Grammond,0,9.8,2.9,4
202,24,Col de la Croix de Montvieux,0,8,4.1,3
202,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
202,197.5,Montée de Chamrousse,1730,18.2,7.3,H
203,82,Col du Lautaret,2058,34,3.9,1
203,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
203,177,Montée de Risoul,1855,12.6,6.9,1
205,25,Côte de Fanjeaux,0,2.4,4.9,4
205,71.5,Côte de Pamiers,0,2.5,5.4,4
205,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
205,176.5,Col des Ares,0,6,5.2,3
205,216,Port de Balès,1755,11.7,7.7,H
206,57.5,Col du Portillon,1292,8.3,7.1,1
206,82,Col de Peyresourde,1569,13.2,7,1
206,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
206,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
207,28,Côte de Bénéjacq,0,2.6,6.7,3
207,56,Côte de Loucrup,0,2,7,3
207,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
207,145.5,Montée du Hautacam,1520,13.6,7.8,H
208,195.5,Côte de Monbazillac,0,1.3,7.6,4
210,31,Côte de Briis-sous-Forges,0,0,0,4
211,68,Côte de Cray,0,1.6,7.1,4
211,103.5,Côte de Buttertubs,0,4.5,6.8,3
211,129.5,Côte de Griton Moor,0,3,6.6,3
212,47,Côte de Blubberhouses,0,1.8,6.1,4
212,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
212,112.5,VC Côte de Ripponden,0,1.3,8.6,3
212,119.5,Côte de Greetland,0,1.6,6.7,3
212,143.5,Côte de Holme Moss,0,4.7,7,2
212,167,Côte de Midhopestones,0,2.5,6.1,3
212,175,Côte de Bradfield,0,1,7.4,4
212,182,Côte d'Oughtibridge,0,1.5,9.1,3
212,196,VC Côte de Jenkin Road,0,0.8,10.8,4
214,34,Côte de Campagnette,0,1,6.5,4
214,117.5,Mont Noir,0,1.3,5.7,4
216,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
216,157,Côte de Roucy,0,1.5,6.2,4
217,217.5,Côte de Maron,0,3.2,5,4
217,229,Côte de Boufflers,0,1.3,7.9,4
218,142,Col de la Croix des Moinats,891,7.6,6,2
218,150,Col de Grosse Pierre,901,3,7.5,2
218,161,Côte de La Mauselaine,0,1.8,10.3,3
219,11.5,Col de la Schlucht,1140,8.6,4.5,2
219,41,Col du Wettstein,0,7.7,4.1,3
219,70,Côte des Cinq Châteaux,0,4.5,6.1,3
219,86,Côte de Gueberschwihr,559,4.1,7.9,2
219,120,Le Markstein,1183,10.8,5.4,1
219,127,Grand Ballon,0,1.4,8.6,3
220,30.5,Col du Firstplan,722,8.3,5.4,2
220,54.5,Petit Ballon,1163,9.3,8.1,1
220,71.5,Col du Platzerwasel,1193,7.1,8.4,1
220,103.5,Col d'Oderen,884,6.7,6.1,2
220,125.5,Col des Croix,0,3.2,6.2,3
220,143.5,Col des Chevrères,914,3.5,9.5,1
220,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
221,141,Côte de Rogna,0,7.6,4.9,3
221,148.5,Côte de Choux,0,1.7,6.5,3
221,152.5,Côte de Désertin,0,3.1,5.2,4
221,168,Côte d'Échallon,0,3,6.6,3
222,58.5,Col de Brouilly,0,1.7,5.1,4
222,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
222,138,Col des Brosses,0,15.3,3.3,3
222,164,Côte de Grammond,0,9.8,2.9,4
223,24,Col de la Croix de Montvieux,0,8,4.1,3
223,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
223,197.5,Montée de Chamrousse,1730,18.2,7.3,H
224,82,Col du Lautaret,2058,34,3.9,1
224,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
224,177,Montée de Risoul,1855,12.6,6.9,1
226,25,Côte de Fanjeaux,0,2.4,4.9,4
226,71.5,Côte de Pamiers,0,2.5,5.4,4
226,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
226,176.5,Col des Ares,0,6,5.2,3
226,216,Port de Balès,1755,11.7,7.7,H
227,57.5,Col du Portillon,1292,8.3,7.1,1
227,82,Col de Peyresourde,1569,13.2,7,1
227,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
227,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
228,28,Côte de Bénéjacq,0,2.6,6.7,3
228,56,Côte de Loucrup,0,2,7,3
228,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
228,145.5,Montée du Hautacam,1520,13.6,7.8,H
229,195.5,Côte de Monbazillac,0,1.3,7.6,4
231,31,Côte de Briis-sous-Forges,0,0,0,4
232,68,Côte de Cray,0,1.6,7.1,4
232,103.5,Côte de Buttertubs,0,4.5,6.8,3
232,129.5,Côte de Griton Moor,0,3,6.6,3
233,47,Côte de Blubberhouses,0,1.8,6.1,4
233,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
233,112.5,VC Côte de Ripponden,0,1.3,8.6,3
233,119.5,Côte de Greetland,0,1.6,6.7,3
233,143.5,Côte de Holme Moss,0,4.7,7,2
233,167,Côte de Midhopestones,0,2.5,6.1,3
233,175,Côte de Bradfield,0,1,7.4,4
233,182,Côte d'Oughtibridge,0,1.5,9.1,3
233,196,VC Côte de Jenkin Road,0,0.8,10.8,4
235,34,Côte de Campagnette,0,1,6.5,4
235,117.5,Mont Noir,0,1.3,5.7,4
237,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
237,157,Côte de Roucy,0,1.5,6.2,4
238,217.5,Côte de Maron,0,3.2,5,4
238,229,Côte de Boufflers,0,1.3,7.9,4
239,142,Col de la Croix des Moinats,891,7.6,6,2
239,150,Col de Grosse Pierre,901,3,7.5,2
239,161,Côte de La Mauselaine,0,1.8,10.3,3
240,11.5,Col de la Schlucht,1140,8.6,4.5,2
240,41,Col du Wettstein,0,7.7,4.1,3
240,70,Côte des Cinq Châteaux,0,4.5,6.1,3
240,86,Côte de Gueberschwihr,559,4.1,7.9,2
240,120,Le Markstein,1183,10.8,5.4,1
240,127,Grand Ballon,0,1.4,8.6,3
241,30.5,Col du Firstplan,722,8.3,5.4,2
241,54.5,Petit Ballon,1163,9.3,8.1,1
241,71.5,Col du Platzerwasel,1193,7.1,8.4,1
241,103.5,Col d'Oderen,884,6.7,6.1,2
241,125.5,Col des Croix,0,3.2,6.2,3
241,143.5,Col des Chevrères,914,3.5,9.5,1
241,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
242,141,Côte de Rogna,0,7.6,4.9,3
242,148.5,Côte de Choux,0,1.7,6.5,3
242,152.5,Côte de Désertin,0,3.1,5.2,4
242,168,Côte d'Échallon,0,3,6.6,3
243,58.5,Col de Brouilly,0,1.7,5.1,4
243,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
243,138,Col des Brosses,0,15.3,3.3,3
243,164,Côte de Grammond,0,9.8,2.9,4
244,24,Col de la Croix de Montvieux,0,8,4.1,3
244,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
244,197.5,Montée de Chamrousse,1730,18.2,7.3,H
245,82,Col du Lautaret,2058,34,3.9,1
245,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
245,177,Montée de Risoul,1855,12.6,6.9,1
247,25,Côte de Fanjeaux,0,2.4,4.9,4
247,71.5,Côte de Pamiers,0,2.5,5.4,4
247,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
247,176.5,Col des Ares,0,6,5.2,3
247,216,Port de Balès,1755,11.7,7.7,H
248,57.5,Col du Portillon,1292,8.3,7.1,1
248,82,Col de Peyresourde,1569,13.2,7,1
248,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
248,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
249,28,Côte de Bénéjacq,0,2.6,6.7,3
249,56,Côte de Loucrup,0,2,7,3
249,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
249,145.5,Montée du Hautacam,1520,13.6,7.8,H
250,195.5,Côte de Monbazillac,0,1.3,7.6,4
252,31,Côte de Briis-sous-Forges,0,0,0,4
253,68,Côte de Cray,0,1.6,7.1,4
253,103.5,Côte de Buttertubs,0,4.5,6.8,3
253,129.5,Côte de Griton Moor,0,3,6.6,3
254,47,Côte de Blubberhouses,0,1.8,6.1,4
254,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
254,112.5,VC Côte de Ripponden,0,1.3,8.6,3
254,119.5,Côte de Greetland,0,1.6,6.7,3
254,143.5,Côte de Holme Moss,0,4.7,7,2
254,167,Côte de Midhopestones,0,2.5,6.1,3
254,175,Côte de Bradfield,0,1,7.4,4
254,182,Côte d'Oughtibridge,0,1.5,9.1,3
254,196,VC Côte de Jenkin Road,0,0.8,10.8,4
256,34,Côte de Campagnette,0,1,6.5,4
256,117.5,Mont Noir,0,1.3,5.7,4
258,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
258,157,Côte de Roucy,0,1.5,6.2,4
259,217.5,Côte de Maron,0,3.2,5,4
259,229,Côte de Boufflers,0,1.3,7.9,4
260,142,Col de la Croix des Moinats,891,7.6,6,2
260,150,Col de Grosse Pierre,901,3,7.5,2
260,161,Côte de La Mauselaine,0,1.8,10.3,3
261,11.5,Col de la Schlucht,1140,8.6,4.5,2
261,41,Col du Wettstein,0,7.7,4.1,3
261,70,Côte des Cinq Châteaux,0,4.5,6.1,3
261,86,Côte de Gueberschwihr,559,4.1,7.9,2
261,120,Le Markstein,1183,10.8,5.4,1
261,127,Grand Ballon,0,1.4,8.6,3
262,30.5,Col du Firstplan,722,8.3,5.4,2
262,54.5,Petit Ballon,1163,9.3,8.1,1
262,71.5,Col du Platzerwasel,1193,7.1,8.4,1
262,103.5,Col d'Oderen,884,6.7,6.1,2
262,125.5,Col des Croix,0,3.2,6.2,3
262,143.5,Col des Chevrères,914,3.5,9.5,1
262,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
263,141,Côte de Rogna,0,7.6,4.9,3
263,148.5,Côte de Choux,0,1.7,6.5,3
263,152.5,Côte de Désertin,0,3.1,5.2,4
263,168,Côte d'Échallon,0,3,6.6,3
264,58.5,Col de Brouilly,0,1.7,5.1,4
264,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
264,138,Col des Brosses,0,15.3,3.3,3
264,164,Côte de Grammond,0,9.8,2.9,4
265,24,Col de la Croix de Montvieux,0,8,4.1,3
265,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
265,197.5,Montée de Chamrousse,1730,18.2,7.3,H
266,82,Col du Lautaret,2058,34,3.9,1
266,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
266,177,Montée de Risoul,1855,12.6,6.9,1
268,25,Côte de Fanjeaux,0,2.4,4.9,4
268,71.5,Côte de Pamiers,0,2.5,5.4,4
268,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
268,176.5,Col des Ares,0,6,5.2,3
268,216,Port de Balès,1755,11.7,7.7,H
269,57.5,Col du Portillon,1292,8.3,7.1,1
269,82,Col de Peyresourde,1569,13.2,7,1
269,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
269,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
270,28,Côte de Bénéjacq,0,2.6,6.7,3
270,56,Côte de Loucrup,0,2,7,3
270,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
270,145.5,Montée du Hautacam,1520,13.6,7.8,H
271,195.5,Côte de Monbazillac,0,1.3,7.6,4
273,31,Côte de Briis-sous-Forges,0,0,0,4
274,68,Côte de Cray,0,1.6,7.1,4
274,103.5,Côte de Buttertubs,0,4.5,6.8,3
274,129.5,Côte de Griton Moor,0,3,6.6,3
275,47,Côte de Blubberhouses,0,1.8,6.1,4
275,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
275,112.5,VC Côte de Ripponden,0,1.3,8.6,3
275,119.5,Côte de Greetland,0,1.6,6.7,3
275,143.5,Côte de Holme Moss,0,4.7,7,2
275,167,Côte de Midhopestones,0,2.5,6.1,3
275,175,Côte de Bradfield,0,1,7.4,4
275,182,Côte d'Oughtibridge,0,1.5,9.1,3
275,196,VC Côte de Jenkin Road,0,0.8,10.8,4
277,34,Côte de Campagnette,0,1,6.5,4
277,117.5,Mont Noir,0,1.3,5.7,4
279,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
279,157,Côte de Roucy,0,1.5,6.2,4
280,217.5,Côte de Maron,0,3.2,5,4
280,229,Côte de Boufflers,0,1.3,7.9,4
281,142,Col de la Croix des Moinats,891,7.6,6,2
281,150,Col de Grosse Pierre,901,3,7.5,2
281,161,Côte de La Mauselaine,0,1.8,10.3,3
282,11.5,Col de la Schlucht,1140,8.6,4.5,2
282,41,Col du Wettstein,0,7.7,4.1,3
282,70,Côte des Cinq Châteaux,0,4.5,6.1,3
282,86,Côte de Gueberschwihr,559,4.1,7.9,2
282,120,Le Markstein,1183,10.8,5.4,1
282,127,Grand Ballon,0,1.4,8.6,3
283,30.5,Col du Firstplan,722,8.3,5.4,2
283,54.5,Petit Ballon,1163,9.3,8.1,1
283,71.5,Col du Platzerwasel,1193,7.1,8.4,1
283,103.5,Col d'Oderen,884,6.7,6.1,2
283,125.5,Col des Croix,0,3.2,6.2,3
283,143.5,Col des Chevrères,914,3.5,9.5,1
283,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
284,141,Côte de Rogna,0,7.6,4.9,3
284,148.5,Côte de Choux,0,1.7,6.5,3
284,152.5,Côte de Désertin,0,3.1,5.2,4
284,168,Côte d'Échallon,0,3,6.6,3
285,58.5,Col de Brouilly,0,1.7,5.1,4
285,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
285,138,Col des Brosses,0,15.3,3.3,3
285,164,Côte de Grammond,0,9.8,2.9,4
286,24,Col de la Croix de Montvieux,0,8,4.1,3
286,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
286,197.5,Montée de Chamrousse,1730,18.2,7.3,H
287,82,Col du Lautaret,2058,34,3.9,1
287,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
287,177,Montée de Risoul,1855,12.6,6.9,1
289,25,Côte de Fanjeaux,0,2.4,4.9,4
289,71.5,Côte de Pamiers,0,2.5,5.4,4
289,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
289,176.5,Col des Ares,0,6,5.2,3
289,216,Port de Balès,1755,11.7,7.7,H
290,57.5,Col du Portillon,1292,8.3,7.1,1
290,82,Col de Peyresourde,1569,13.2,7,1
290,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
290,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
291,28,Côte de Bénéjacq,0,2.6,6.7,3
291,56,Côte de Loucrup,0,2,7,3
291,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
291,145.5,Montée du Hautacam,1520,13.6,7.8,H
292,195.5,Côte de Monbazillac,0,1.3,7.6,4
294,31,Côte de Briis-sous-Forges,0,0,0,4
295,68,Côte de Cray,0,1.6,7.1,4
295,103.5,Côte de Buttertubs,0,4.5,6.8,3
295,129.5,Côte de Griton Moor,0,3,6.6,3
296,47,Côte de Blubberhouses,0,1.8,6.1,4
296,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
296,112.5,VC Côte de Ripponden,0,1.3,8.6,3
296,119.5,Côte de Greetland,0,1.6,6.7,3
296,143.5,Côte de Holme Moss,0,4.7,7,2
296,167,Côte de Midhopestones,0,2.5,6.1,3
296,175,Côte de Bradfield,0,1,7.4,4
296,182,Côte d'Oughtibridge,0,1.5,9.1,3
296,196,VC Côte de Jenkin Road,0,0.8,10.8,4
298,34,Côte de Campagnette,0,1,6.5,4
298,117.5,Mont Noir,0,1.3,5.7,4
300,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
300,157,Côte de Roucy,0,1.5,6.2,4
301,217.5,Côte de Maron,0,3.2,5,4
301,229,Côte de Boufflers,0,1.3,7.9,4
302,142,Col de la Croix des Moinats,891,7.6,6,2
302,150,Col de Grosse Pierre,901,3,7.5,2
302,161,Côte de La Mauselaine,0,1.8,10.3,3
303,11.5,Col de la Schlucht,1140,8.6,4.5,2
303,41,Col du Wettstein,0,7.7,4.1,3
303,70,Côte des Cinq Châteaux,0,4.5,6.1,3
303,86,Côte de Gueberschwihr,559,4.1,7.9,2
303,120,Le Markstein,1183,10.8,5.4,1
303,127,Grand Ballon,0,1.4,8.6,3
304,30.5,Col du Firstplan,722,8.3,5.4,2
304,54.5,Petit Ballon,1163,9.3,8.1,1
304,71.5,Col du Platzerwasel,1193,7.1,8.4,1
304,103.5,Col d'Oderen,884,6.7,6.1,2
304,125.5,Col des Croix,0,3.2,6.2,3
304,143.5,Col des Chevrères,914,3.5,9.5,1
304,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
305,141,Côte de Rogna,0,7.6,4.9,3
305,148.5,Côte de Choux,0,1.7,6.5,3
305,152.5,Côte de Désertin,0,3.1,5.2,4
305,168,Côte d'Échallon,0,3,6.6,3
306,58.5,Col de Brouilly,0,1.7,5.1,4
306,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
306,138,Col des Brosses,0,15.3,3.3,3
306,164,Côte de Grammond,0,9.8,2.9,4
307,24,Col de la Croix de Montvieux,0,8,4.1,3
307,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
307,197.5,Montée de Chamrousse,1730,18.2,7.3,H
308,82,Col du Lautaret,2058,34,3.9,1
308,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
308,177,Montée de Risoul,1855,12.6,6.9,1
310,25,Côte de Fanjeaux,0,2.4,4.9,4
310,71.5,Côte de Pamiers,0,2.5,5.4,4
310,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
310,176.5,Col des Ares,0,6,5.2,3
310,216,Port de Balès,1755,11.7,7.7,H
311,57.5,Col du Portillon,1292,8.3,7.1,1
311,82,Col de Peyresourde,1569,13.2,7,1
311,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
311,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
312,28,Côte de Bénéjacq,0,2.6,6.7,3
312,56,Côte de Loucrup,0,2,7,3
312,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
312,145.5,Montée du Hautacam,1520,13.6,7.8,H
313,195.5,Côte de Monbazillac,0,1.3,7.6,4
315,31,Côte de Briis-sous-Forges,0,0,0,4
316,68,Côte de Cray,0,1.6,7.1,4
316,103.5,Côte de Buttertubs,0,4.5,6.8,3
316,129.5,Côte de Griton Moor,0,3,6.6,3
317,47,Côte de Blubberhouses,0,1.8,6.1,4
317,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
317,112.5,VC Côte de Ripponden,0,1.3,8.6,3
317,119.5,Côte de Greetland,0,1.6,6.7,3
317,143.5,Côte de Holme Moss,0,4.7,7,2
317,167,Côte de Midhopestones,0,2.5,6.1,3
317,175,Côte de Bradfield,0,1,7.4,4
317,182,Côte d'Oughtibridge,0,1.5,9.1,3
317,196,VC Côte de Jenkin Road,0,0.8,10.8,4
319,34,Côte de Campagnette,0,1,6.5,4
319,117.5,Mont Noir,0,1.3,5.7,4
321,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
321,157,Côte de Roucy,0,1.5,6.2,4
322,217.5,Côte de Maron,0,3.2,5,4
322,229,Côte de Boufflers,0,1.3,7.9,4
323,142,Col de la Croix des Moinats,891,7.6,6,2
323,150,Col de Grosse Pierre,901,3,7.5,2
323,161,Côte de La Mauselaine,0,1.8,10.3,3
324,11.5,Col de la Schlucht,1140,8.6,4.5,2
324,41,Col du Wettstein,0,7.7,4.1,3
324,70,Côte des Cinq Châteaux,0,4.5,6.1,3
324,86,Côte de Gueberschwihr,559,4.1,7.9,2
324,120,Le Markstein,1183,10.8,5.4,1
324,127,Grand Ballon,0,1.4,8.6,3
325,30.5,Col du Firstplan,722,8.3,5.4,2
325,54.5,Petit Ballon,1163,9.3,8.1,1
325,71.5,Col du Platzerwasel,1193,7.1,8.4,1
325,103.5,Col d'Oderen,884,6.7,6.1,2
325,125.5,Col des Croix,0,3.2,6.2,3
325,143.5,Col des Chevrères,914,3.5,9.5,1
325,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
326,141,Côte de Rogna,0,7.6,4.9,3
326,148.5,Côte de Choux,0,1.7,6.5,3
326,152.5,Côte de Désertin,0,3.1,5.2,4
326,168,Côte d'Échallon,0,3,6.6,3
327,58.5,Col de Brouilly,0,1.7,5.1,4
327,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
327,138,Col des Brosses,0,15.3,3.3,3
327,164,Côte de Grammond,0,9.8,2.9,4
328,24,Col de la Croix de Montvieux,0,8,4.1,3
328,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
328,197.5,Montée de Chamrousse,1730,18.2,7.3,H
329,82,Col du Lautaret,2058,34,3.9,1
329,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
329,177,Montée de Risoul,1855,12.6,6.9,1
331,25,Côte de Fanjeaux,0,2.4,4.9,4
331,71.5,Côte de Pamiers,0,2.5,5.4,4
331,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
331,176.5,Col des Ares,0,6,5.2,3
331,216,Port de Balès,1755,11.7,7.7,H
332,57.5,Col du Portillon,1292,8.3,7.1,1
